id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,inventory,fb_product_category,google_product_category,sale_price,sale_price_effective_date,product_type,color,size,item_group_id
621557371389d9002b2b22ad,Supreme Sizing Sampler Pack - S + M + L,"Find the best fit for your hands with Glow LEDs Supreme Sizing Sampler Pack! Due to manufacturing error our gloves fit slightly smaller than we planned for. So we are offering a sample pack of 3 pairs of gloves in 3 different sizes, so you can find what size fits you the best! 
Choose from the following groups of sizes:
Small + Medium + Large or
Medium + Large + X-Large.
We want you be proud to wear our whites and finding the right size is the first step!
Supreme Gloves are compatible with all Microlights and Gloving accessories.",In Stock,New,4.99 USD,https://www.glow-leds.com/collections/all/products/supreme_sizing_sampler_pack_s_m_l,https://thumbs2.imgbox.com/b0/83/fC2mmcMG_t.jpeg,https://thumbs2.imgbox.com/b0/b3/HO2xab2t_t.jpeg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,gloves,White,,63bb82649cb68d0004090465
6215574c1389d9002b2b22af,Supreme Sizing Sampler Pack - M + L + XL,"Find the best fit for your hands with Glow LEDs Supreme Sizing Sampler Pack! Due to manufacturing error our gloves fit slightly smaller than we planned for. So we are offering a sample pack of 3 pairs of gloves in 3 different sizes, so you can find what size fits you the best! 
Choose from the following groups of sizes:
Small + Medium + Large or
Medium + Large + X-Large.
We want you be proud to wear our whites and finding the right size is the first step!
Supreme Gloves are compatible with all Microlights and Gloving accessories.",In Stock,New,4.99 USD,https://www.glow-leds.com/collections/all/products/supreme_sizing_sampler_pack_m_l_xl,https://thumbs2.imgbox.com/b0/83/fC2mmcMG_t.jpeg,https://thumbs2.imgbox.com/b0/b3/HO2xab2t_t.jpeg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,gloves,White,,63bb82649cb68d0004090465
6367d969cabdb500294f12e2,Bulk CR2016 Batteries,"Why worry about running out of batteries midway through your kickback?
Take advantage of Glow LEDs Bulk Battery options to stock up while saving money!
No more hassling with flimsy cardboard ever again! Our Bulk Batteries come in a plastic tray where each battery is secured by tape so removing batteries is a breeze and spilling is literally impossible.
As long as you keep your batteries in their tray they will never lose power and will stay fresh for ages.
Be fully stocked for your next few night outs, or really stock up and be prepared for anything.
Also check out our Refresh Packs if you’re in need of some new Whites while you’re here.",In Stock,New,7.49 USD,https://www.glow-leds.com/collections/all/products/2016_batteries,https://thumbs2.imgbox.com/04/c4/o4CtIN1J_t.jpeg,https://thumbs2.imgbox.com/40/de/bNK4GeBH_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,batteries,,20,
61894afdc085e4002b75a8bb,CLOZD Omniskinz,"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,26.99 USD,https://www.glow-leds.com/collections/all/products/clozd_omniskinz,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,,,
628167ded1755c002b8c38e5,Clear CLOZD Omniskinz - Skin,"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,26.99 USD,https://www.glow-leds.com/collections/all/products/clear_clozd_omniskinz_skin,https://thumbs2.imgbox.com/16/31/0IukIksG_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Clear,10,61894afdc085e4002b75a8bb
628167ded1755c002b8c38e6,Frosted CLOZD Omniskinz - Skin,"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,26.99 USD,https://www.glow-leds.com/collections/all/products/frosted_clozd_omniskinz_skin,https://thumbs2.imgbox.com/43/68/xSPw5sxB_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Frosted,10,61894afdc085e4002b75a8bb
628167ded1755c002b8c38e7,Red CLOZD Omniskinz - Skin,"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,26.99 USD,https://www.glow-leds.com/collections/all/products/red_clozd_omniskinz_skin,https://thumbs2.imgbox.com/c6/f2/xKrsJxTm_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Red,10,61894afdc085e4002b75a8bb
628167ded1755c002b8c38ea,Emerald CLOZD Omniskinz - Skin,"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,26.99 USD,https://www.glow-leds.com/collections/all/products/emerald_clozd_omniskinz_skin,https://thumbs2.imgbox.com/8f/a6/Rl8T5jsD_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Emerald,10,61894afdc085e4002b75a8bb
628167ded1755c002b8c38eb,Teal CLOZD Omniskinz - Skin,"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,26.99 USD,https://www.glow-leds.com/collections/all/products/teal_clozd_omniskinz_skin,https://thumbs2.imgbox.com/bf/47/p17j97Mn_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Teal,10,61894afdc085e4002b75a8bb
628167ded1755c002b8c38e8,Blue CLOZD Omniskinz - Skin,"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,26.99 USD,https://www.glow-leds.com/collections/all/products/blue_clozd_omniskinz_skin,https://thumbs2.imgbox.com/17/47/WklGELLB_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Blue,10,61894afdc085e4002b75a8bb
628167ded1755c002b8c38ec,Violet CLOZD Omniskinz - Skin,"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,26.99 USD,https://www.glow-leds.com/collections/all/products/violet_clozd_omniskinz_skin,https://thumbs2.imgbox.com/02/19/IyKpFjFf_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Violet,10,61894afdc085e4002b75a8bb
628167ded1755c002b8c38e9,Purple CLOZD Omniskinz - Skin,"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,26.99 USD,https://www.glow-leds.com/collections/all/products/purple_clozd_omniskinz_skin,https://thumbs2.imgbox.com/8a/5e/BblaUDuR_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Purple,10,61894afdc085e4002b75a8bb
6281772881c29b3af86ca9fc,Clear CLOZD Omniskinz - Nano Sleds (Atoms),"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,9.99 USD,https://www.glow-leds.com/collections/all/products/clear_clozd_omniskinz_nano_sleds_atoms,https://thumbs2.imgbox.com/1b/80/VwyRbiO0_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Clear,8,61894afdc085e4002b75a8bb
6281772881c29b3af86ca9fd,Red CLOZD Omniskinz - Nano Sleds (Atoms),"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,9.99 USD,https://www.glow-leds.com/collections/all/products/red_clozd_omniskinz_nano_sleds_atoms,https://thumbs2.imgbox.com/2e/b4/jITryJHs_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Red,8,61894afdc085e4002b75a8bb
6281772881c29b3af86ca9ff,Green CLOZD Omniskinz - Nano Sleds (Atoms),"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,9.99 USD,https://www.glow-leds.com/collections/all/products/green_clozd_omniskinz_nano_sleds_atoms,https://thumbs2.imgbox.com/ea/9f/qO8JKBj4_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Green,8,61894afdc085e4002b75a8bb
6281772881c29b3af86ca9fe,Blue CLOZD Omniskinz - Nano Sleds (Atoms),"One CLOZD Glowskin to rule them all! Omniskins work with any chip!
Now you can purchase one set of Omniskinz, to use interchangeably with any chips you have. The secret’s in the sleds.
What makes CLOZD Glowskinz special? CLOZD Glowskinz are a Casing and Diffuser all in one! 
Our #1 Best Selling product allows you to place your entire chip inside the Glowskin and create a glow throughout the entire casing! 
These differ from typical Diffusers which create a glow only around the bulb. 
Glowskinz are made with semi-flexible plastic so they are ultra-comfortable on your fingertips!
They do not inhibit access to your microlight button for mode switching, and the smooth finish makes for easy removal from whites.
There are many unique styles, each designed for different microlights. Use our Shop by Chip feature, or look at the Compatible Chips section to determine which Glowskinz are right for you.",In Stock,New,9.99 USD,https://www.glow-leds.com/collections/all/products/blue_clozd_omniskinz_nano_sleds_atoms,https://thumbs2.imgbox.com/b7/af/FiS3TnaN_t.jpg,https://thumbs2.imgbox.com/03/b1/3K89qakz_t.jpg,Glow LEDs,30,toys & games > electronic toys,Toys & Games > Toys > Visual Toys,0 USD,1970-01-01T00:00:00.000/2021-01-01T00:00:00.000,glowskinz,Blue,8,61894afdc085e4002b75a8bb
